,log_ratio_function_K02424,log_ratio_function_K00100,change_species_GUT_GENOME139147,change_function_K03750,change_function_K06987,change_function_K20487,stability_species_GUT_GENOME122482,temporal_var_function_K00633,stability_function_K01738,log_ratio_function_K06864,log_ratio_function_K19137,log_ratio_function_K17810,log_ratio_function_K01356,log_ratio_function_K04061,log_ratio_species_GUT_GENOME108684,change_species_Blautia schinkii,temporal_var_species_GUT_GENOME089306,change_function_K11184,change_function_K03484,temporal_var_species_GUT_GENOME002690,temporal_var_species_GUT_GENOME157380,temporal_var_function_K10725,log_ratio_function_K04566,temporal_var_function_K17319,change_function_K03271,log_ratio_function_K02119,temporal_var_species_Blautia sp. SC05B48,change_function_K16924,log_ratio_function_K03648,change_function_K02588,log_ratio_function_K03815,stability_function_K07466,change_species_Fournierella massiliensis,log_ratio_species_GUT_GENOME131087,log_ratio_species_GUT_GENOME246461,change_species_GUT_GENOME091092,change_function_K15256,log_ratio_function_K15552,stability_species_GUT_GENOME048959,change_function_K20488,temporal_var_species_GUT_GENOME130358,temporal_var_function_K04755,change_species_GUT_GENOME234915,change_species_GUT_GENOME189954,log_ratio_function_K00625,log_ratio_function_K07738,change_species_GUT_GENOME250934,log_ratio_species_Bacteroides sp. HF-162,log_ratio_function_K05595,log_ratio_function_K02316
1WCCW6F9MHR1-1,0.15129957968478616,0.24607625017519472,-0.8725719134323722,-2.765940711699013,-2.8555147544759354,-2.667546638914734,0.0,0.9407386987615323,4.219844865665193,0.19396635202836524,0.0,0.13121865524511037,0.2803416442200787,0.06829569412933027,0.0,-3.972721905167777,0.0,-2.5584039594653625,-2.9377207539752757,0.0,0.0,0.0,0.06829569412933027,0.11085784309097811,-0.9120410996642736,0.38144444309030456,1.912607005158511,0.0,-0.10921671792366615,-2.4358730138031373,0.0,0.0,0.0,-0.1266260436234806,0.0,-5.695045396936996,-1.9398337029359318,0.0,0.0,-2.1338104382141463,3.712918109125785,0.47677609007160776,0.0,-2.667546638914734,0.19647012107392778,0.28966141202312456,-3.3253659055407176,0.17197345923184662,0.3061766639786405,0.05094504841042663
1DF63AC424A1-1,0.2893053566037541,0.162774646012579,-2.8424066277030224,-1.0045808249160793,-1.5320167287197233,-1.6645854751227773,0.45998407958110477,0.6929343420450949,1.1136514996735016,0.1365513203649022,0.05023254825496092,0.11000884227679093,0.12323819557150854,0.23389482766083577,0.14875825530951003,-0.33995627853460153,0.08217108215444043,-3.529122688714164,-1.145064111686155,1.0256895848546346,0.14847962527121658,0.06522932939373452,0.10376951666263276,2.0616924706762743,-2.549873006781457,0.11540718042116208,1.411821254939345,-2.716538505379278,0.13084148552248226,-1.8280714876811874,0.023967740575365482,1.4662843706441642,-4.42650205483039,-0.05028123436448815,0.1037686473474908,-0.18064296400760504,-2.442219658234009,0.09541737233771844,3.0776794133191263,-2.3936915188316075,0.737973408075356,0.14847962527121658,-1.3108846543842176,-3.964105942201458,0.17228020502469396,0.03035404866323045,-5.623935291354693,0.039085759429922116,0.08757329008879054,0.1523597352963157
12C4C2CFEF41-1,0.06917342859703271,0.030091352494398767,-1.8532038831402726,-0.8982473377965103,-0.26837864570006076,-0.2121356334116271,2.136992591110692,0.011822706217189746,0.21402851738856477,0.056421335417227575,0.03274747437511768,0.08077061100823843,0.06271067372988752,0.010805443335652734,-0.018506053835166375,-0.0519502075218643,0.01811665499103937,-0.9700899320223435,0.06399072639469061,0.5743168159118971,0.3031886846913918,0.01811665499103937,0.009500618621589291,0.013621578197938852,-0.4932516829389648,0.025329399461253815,0.003849584600078806,-0.6030334655646321,-0.02637397093102389,-0.13752368630411205,0.0,0.40706498194545837,-0.9336411846247454,0.008221988215359612,0.11340359274714581,0.40574627285685416,-0.9840631987878741,-0.0037677726218512913,1.3297790042597253,-0.05544008273915324,0.046486580547896304,0.05785997766330875,-1.4069373646381997,-1.8398200952919783,0.02941319697507985,0.047104737233923874,-1.139038239218916,-0.08373532638430808,-0.003657848118802179,0.029597289182221063
16C9F92C44D1-1,0.09172668721844197,0.08053376007162794,-0.9214515368534695,-3.3032342217016453,-1.543043604188492,-2.595556722172306,1.11734467062265,0.5490543322417777,1.8419491870251736,0.1486850105673685,0.07521941030090279,0.15980240178418376,0.3879188143987169,0.15980240178418376,0.15548111085580799,-2.3056194896155757,0.0,-1.5734678753169238,-2.288417886359502,0.0,0.523589916175579,0.0,0.1485943314709321,0.9350547610935964,-0.7963980002249276,0.13450464662189587,1.1009245141247275,-1.236944216156136,0.17331310642221578,-3.8397994244964035,0.023722767790238082,0.0,-4.872626354675999,0.2167822675406562,0.0,-3.1471316725578102,-2.1278061497870837,0.16393139311381275,1.8186603916133155,-3.640250876888169,0.36742311568363895,0.0,-0.7642884504889054,-1.3022114754155822,0.1179996716561027,0.164088634375657,-5.802960639494117,0.1898068253063793,0.143712569454318,0.22277190156629367
16AE96F36841-1,-7.822866502817975e-05,-0.01776241546169454,-0.13625131027085757,0.25001177210407555,0.3111176948520118,0.7419323941670193,0.0,0.01562517374387111,0.20126013418530952,0.007536853566093735,-0.050679142661591146,0.017709674800940167,-0.002809007548965564,-0.07000021713722789,-0.04433492693415855,0.496476176715273,0.0,0.1599338116879867,0.31820074048392577,0.3358554065019771,0.0,0.0,-0.056601756784382985,0.03212742272457308,0.17757814962077312,-0.015797323758319045,0.03446458474428995,-0.05135324528105123,0.014059366259890153,0.034323166550372264,-0.0017819837729917635,0.0,0.668903947047216,-0.030312922744745244,0.11336012668353031,1.1559733663182925,-0.09233184583558618,-0.04567844097026181,0.21752229434047443,0.8513905536233874,0.0,0.03895091981693805,1.1978431725820506,-0.390116041736972,-0.04135014952402118,0.008566106905860543,-2.4426095995131547,0.003422074213065565,-0.01433470175838187,-0.011513841376675544
1D3264EA8F21-1,0.20679563788194189,0.12499508287077572,-0.936711552540892,-1.3577581973466977,-1.6110723936404998,-2.369302232647021,0.0,2.383748213886416,1.3926051928944467,0.154926881352771,0.06405634371928172,0.16078492556499788,0.08192429383026237,-0.11338476915649286,0.16492492780751208,-1.649889909925574,0.02682666852926987,-0.27917707750291143,-1.2523842028742926,0.052512539248202025,0.0,0.0,0.15420667988378264,0.7142173607000833,-2.7305464982656,0.08427727820447314,0.42769852448151424,-1.829797603355857,0.10116797143156207,-3.5694359387341503,0.04242887789378763,0.0,-0.46116656612614015,0.29619957870900804,0.12807669955843123,-1.1059943241895631,-0.3940502896018625,0.026241386095669637,1.696976398823102,-1.422336218172278,2.9350725432946625,0.02682666852926987,0.0,-1.1416111802121982,0.11650077656018284,-0.003914496597011862,-1.3118975391463774,-0.03854357150581754,0.12547370169615538,0.13163097800810758
1JJ43T2YF8K1-1,0.19133842244616042,0.10457872328451857,-1.5353931437122856,-1.8403374412358016,-4.411711687648555,-1.9417525278353516,0.4449964827285875,0.11164174445193809,1.921469269614576,0.17739073197119914,0.055959326457996575,0.18415882529213276,0.19898061505694312,0.15541621573759218,0.18445164203133804,-7.170707090762418,0.0,-0.29516040357938245,-1.5266980397362016,0.0,0.0,0.0,0.14329960294595054,0.46685162610549463,-1.0146393048428877,0.13712441802923916,1.2565337292048058,-0.3297953830680598,0.17827082525480828,-3.490657365182713,0.032740076604927525,0.0,-2.4184859946304,0.06992278672315133,0.055959326457996575,-1.5234067302264407,-2.7895200911286437,0.11011238570642014,0.9326887247708449,-2.042826168799401,0.0,0.6707490134670532,0.0,0.12057998260486436,0.2093568476423944,0.1322359736197916,-1.0857622376413758,0.08651554113734951,0.16077155393531478,0.17746361958323117
1FKNP92XDRT1-1,0.03097682227269058,0.0020031116913392486,-0.8875202269775659,-0.6533485385122599,0.6476885834883763,0.870706385159048,0.6685859751581393,0.03540425424283574,0.1285656429798383,0.01212002659726984,0.053718170243552195,-0.05141475830217046,0.02893621799009856,-0.0516277847591467,0.038969226008638114,0.7655613550361,0.11225755165998591,-0.45226140345392807,0.2379197850167163,0.934448372641591,0.5092965147946136,0.44590261711785795,0.026156191716627388,0.00848316428655762,-0.5747599233148648,0.012806759997429338,0.18700215964476158,-0.08174162369747862,-0.0019294498892530557,-0.14950448524263393,0.020470391995999763,2.1174428704890786,-0.42351843143125834,-0.1332034124167626,0.049835709374937746,1.885425381919811,-0.7522554682691673,0.05175200380022046,1.1351441432175822,0.38801273997123964,0.6919193042812997,0.031027490634977884,-0.6797573817623093,-0.0992183942919933,-0.022442530689445298,0.02183347399171647,0.14084894309587348,-0.051068575090649576,-0.06698514414980924,-0.0007125625562298398
1X392PDMYXM1-1,0.038011656086092215,0.09343833174261906,0.7238151229015237,-0.38993690902894684,-0.21267491834662877,-0.2643624986597253,0.07906622412337505,0.0006487262475186262,0.29046919517025493,0.05905986230022414,-0.019636934766291442,0.0036247979470277174,0.04099731222411511,0.04433469877230729,0.050685636565313635,-0.5178204344413206,0.0,-0.589938716083303,-0.24448929506290007,0.755469087252332,0.07200325636621654,0.0,0.04964487376460831,0.05941749292416954,0.21535825675384146,0.048129431112623265,9.174765412896112e-06,-0.6192203439818336,0.025882731374382895,-0.36107594838957446,0.018266748904827042,0.0,-0.2037175276245442,-0.0649228151241598,0.11910553876555219,0.4845115627189944,-0.2037142167474837,0.003184134935500887,1.1863165036168795,0.048457688991497605,0.0,0.004411187760702592,-0.44995367174675316,-1.735369287382781,0.03275882935970841,0.05771022517951976,-3.104989394465578,0.06268905305025063,-0.012787476401888829,0.0062768521790559865
169CCA844461-1,-0.0595565816311033,-0.08582074360024063,1.3381284829711504,0.3655979912962106,-0.5753771647751069,-0.8724892546625558,0.0,0.0019296682899671213,0.020532196187385665,0.004668002076844689,0.01711261254684531,-0.10153277109159088,0.022385892896712844,-0.05894151128565808,-0.1099364653939569,0.22365794456679033,0.0,0.004551841226604125,-0.46910087812610257,0.0,0.02850797037912144,0.0,-0.0513121489235655,0.009989956591875643,0.8084003915563223,-0.009792454607978415,0.008944826514232625,-0.40981102540145997,-0.006581100265714213,-0.8390472394103252,0.0,0.0,0.8178174669796459,-0.11121085841341431,0.035141286434328865,-0.669249252644085,0.7088573078824769,-0.00019481743145160002,0.0,-0.4958169820211591,0.02850797037912144,0.0,0.0,0.0,0.015502565906993544,0.04155492020660309,0.0,-0.21298384315739755,0.0541574678759534,-0.01617631371007839
